name;id;wikidataId;firstAuthor;numOfCoAuthors;title;subtitle;normalizedGenre;digitalSource;originalSourcePublisher;originalSourcePubPlace;originalSourceYear;originalSourceNumberOfPages;yearNormalized;size;libretto;averageClustering;density;averagePathLength;maxDegreeIds;averageDegree;diameter;datePremiered;yearPremiered;yearPrinted;maxDegree;numOfSpeakers;numOfSpeakersFemale;numOfSpeakersMale;numOfSpeakersUnknown;numOfPersonGroups;numConnectedComponents;numEdges;yearWritten;numOfSegments;wikipediaLinkCount;numOfActs;wordCountText;wordCountSp;wordCountStage;numOfP;numOfL;numOfSpeakersFemaleAndMale
laube-die-karlsschueler;ger000453;Q56448941;Laube;0;Die Karlsschüler;;;http://www.textgridrep.org/textgrid:rfd2.0;;;;;1846;14;FALSCH;9,36E+14;9,12E+15;1,09E+16;several characters;1,19E+16;2;;1846;1846;13;14;3;11;0;0;1;83;1846;29;0;5;43266;30823;4805;1483;54;not equal
laube-gottsched-und-gellert;ger000063;Q56183293;Laube;0;Gottsched und Gellert;Charakterlustspiel in fünf Akten;Comedy;http://www.textgridrep.org/textgrid:rfct.0;;;;;1845;14;FALSCH;9,80E+15;9,78E+14;1,02E+15;several characters;1,27E+16;2;;1845;1846;13;14;4;10;0;0;1;89;1845;33;0;5;41579;33086;6518;1522;4;not equal
laube-monaldeschi;ger000254;Q56440842;Laube;0;Monaldeschi;Tragödie in fünf Akten;Tragedy;http://www.textgridrep.org/textgrid:rfcv.0;Max Hesses Verlag;Leipzig;1909;143;1841;12;FALSCH;8,32E+15;6,21E+15;1,38E+15;brahe;6,83E+15;2;;1841;1845;11;12;2;10;0;1;1;41;;68;0;5;42111;27714;3460;723;1169;not equal
laube-struensee;ger000389;Q56448986;Laube;0;Struensee;Tragödie in fünf Akten;Tragedy;http://www.textgridrep.org/textgrid:rfcn.0;Max Hesses Verlag;Leipzig;1909;106;1844;8;FALSCH;1;1;1;several characters;7;1;;1844;1846;7;8;2;6;0;0;1;28;;44;0;5;31564;22516;4561;994;0;not equal
laufs-jacoby-pension-schoeller;ger000069;Q1792084;Laufs;1;Pension Schöller;Posse in drei Aufzügen;Comedy;http://www.textgridrep.org/textgrid:rfd8.0;;;;;1890;20;FALSCH;8,37E+15;5,68E+15;1,45E+16;kissling;108;3;;1890;1890;18;20;7;13;0;0;1;108;;36;3;3;15730;15376;1970;919;0;not equal
lautensack-die-pfarrhauskomoedie;ger000024;Q56254804;Lautensack;0;Die Pfarrhauskomödie;Carmen Sacerdotale / Drei Szenen;Comedy;http://www.textgridrep.org/textgrid:rfn5.0;;;;;1911;4;FALSCH;1;1;1;several characters;3;1;;1920;1911;3;4;2;2;0;0;1;6;;3;0;0;10949;10030;3865;617;0;equal
lautensack-hahnenkampf;ger000432;Q56256241;Lautensack;0;Hahnenkampf;Eine Komödie in sechs Szenen;Comedy;http://www.textgridrep.org/textgrid:rfm5.0;;;;;1908;17;FALSCH;8,86E+15;6,84E+15;1,32E+16;apotheker;1,09E+16;2;;;1908;16;17;5;11;1;1;1;93;;6;0;0;11588;11198;2837;465;14;not equal
lautensack-medusa;ger000263;Q56256257;Lautensack;0;Medusa;Aus den Papieren eines Mönches;;http://www.textgridrep.org/textgrid:rfmj.0;;;;;1904;7;FALSCH;1;1;1;several characters;6;1;;;1904;6;7;4;3;0;0;1;21;;1;0;0;5410;4828;1030;242;0;not equal
lawaetz-die-diamanten;ger000652;Q123175556;Lawätz;0;Die Diamanten;Ein Schauspiel in einem Aufzuge. (Wahre Geschichte.);;https://books.google.com/books?id=9AMTc7EvXTQC&pg=PA1;;Augsburg;1794;78;1793;10;FALSCH;8,60E+14;5,56E+15;1,44E+16;baumann;5;2;;;1793;9;10;3;7;0;0;1;25;;15;0;0;11265;9194;1409;350;0;not equal
leisewitz-der-besuch-um-mitternacht;ger000447;Q56449014;Leisewitz;0;Der Besuch um Mitternacht;;;http://www.textgridrep.org/textgrid:rfx8.0;Winkler;München;1971;2;1774;3;FALSCH;1;1;1;der_fuerst|der_kammerherr|der_geist;2;1;;;1774;2;3;0;2;1;0;1;3;;1;0;0;455;441;36;13;0;not equal
leisewitz-die-pfandung;ger000260;Q56449035;Leisewitz;0;Die Pfandung;;;http://www.textgridrep.org/textgrid:rfxg.0;Winkler;München;1971;2;1774;2;FALSCH;0;1;1;der_mann|die_frau;1;1;;;1774;1;2;1;1;0;0;1;1;;1;0;0;408;394;23;18;0;equal
leisewitz-julius-von-tarent;ger000050;Q1713126;Leisewitz;0;Julius von Tarent;Ein Trauerspiel;Tragedy;http://www.textgridrep.org/textgrid:rfxf.0;Winkler;München;1971;55;1776;16;FALSCH;5,61E+15;25;2,07E+15;julius;375;4;;1776;1776;9;16;5;11;0;0;1;30;;36;4;5;17213;16885;860;508;0;not equal
lenz-der-englaender;ger000423;Q1193157;Lenz;0;Der Engländer;Eine dramatische Phantasei;;http://www.textgridrep.org/textgrid:rhnx.0;Goverts;Stuttgart;1967;25;1777;11;FALSCH;9,10E+15;6,36E+15;1,36E+16;robert;6,36E+15;2;;;1777;10;11;2;9;0;1;1;35;1775/1776;6;1;5;6077;5847;932;155;14;not equal
lenz-der-hofmeister;ger000338;Q21213113;Lenz;0;Der Hofmeister oder Vorteile der Privaterziehung;Eine Komödie;Comedy;http://www.textgridrep.org/textgrid:rhzq.0;Goverts;Stuttgart;1967;96;1774;24;FALSCH;7,64E+15;2,25E+15;1,97E+16;geheimer_rat;5,17E+15;4;;1778;1774;14;24;9;15;0;0;2;62;1771/1772;35;3;5;25385;24798;1682;656;0;not equal
lenz-der-neue-menoza;ger000400;Q1199464;Lenz;0;Der neue Menoza oder Geschichte des cumbanischen Prinzen Tandi;Eine Komödie;Comedy;http://www.textgridrep.org/textgrid:rj22.0;Goverts;Stuttgart;1967;75;1774;23;FALSCH;7,39E+15;3,36E+15;1,92E+16;graf;7,39E+15;4;;1963;1774;13;23;5;16;2;0;1;85;1773;36;2;5;18731;18143;1415;702;1;not equal
lenz-die-freunde-machen-den-philosophen;ger000155;Q56255339;Lenz;0;Die Freunde machen den Philosophen;Eine Komödie;Comedy;http://www.textgridrep.org/textgrid:rhjs.0;Goverts;Stuttgart;1967;50;1775;17;FALSCH;8,95E+15;4,63E+15;1,54E+15;strephon;7,41E+15;2;;;1775;16;17;2;15;0;0;1;63;1775/1776;20;0;5;12483;12092;1503;341;8;not equal
lenz-die-soldaten;ger000374;Q1216300;Lenz;0;Die Soldaten;Ein Schauspiel;;http://www.textgridrep.org/textgrid:rhtz.0;Goverts;Stuttgart;1967;67;1776;37;FALSCH;7,89E+15;2,94E+16;1,91E+15;mary;1,06E+16;4;;1863;1776;28;37;10;27;0;0;2;196;1774/1775;36;2;5;16135;15495;2549;557;16;not equal
lenz-pandaemonium-germanicum;ger000701;Q2049260;Lenz;0;Pandämonium Germanicum;Eine Skizze;;http://www.textgridrep.org/textgrid:rhqt.0;Goverts;Stuttgart;1967;29;1775;73;FALSCH;9,74E+14;1,66E+16;2,07E+15;goethe;1,19E+16;4;;;1819;55;73;6;64;3;9;1;435;1775;10;0;3;7016;6828;1919;233;2;not equal
lessing-damon;ger000031;Q1158714;Lessing;0;Damon, oder die wahre Freundschaft;Ein Lustspiel in einem Aufzuge;Comedy;http://www.textgridrep.org/textgrid:rkzp.0;Hanser;München;1970;28;1747;5;FALSCH;9;9;11;damon|die_witwe|leander;36;2;;;1747;4;5;2;3;0;0;1;9;;10;2;0;7656;7595;20;183;0;not equal
lessing-der-freigeist;ger000379;Q51386027;Lessing;0;Der Freigeist;Ein Lustspiel in fünf Aufzügen;Comedy;http://www.textgridrep.org/textgrid:rjg0.0;Hanser;München;1970;83;1755;11;FALSCH;8,24E+15;5,27E+15;1,51E+15;adrast|theophan;5,27E+16;3;;;1755;9;11;4;7;0;0;1;29;1749;35;2;5;21720;21477;476;893;0;not equal
lessing-der-junge-gelehrte;ger000272;Q1198951;Lessing;0;Der junge Gelehrte;Ein Lustspiel in drei Aufzügen;Comedy;http://www.textgridrep.org/textgrid:rjwv.0;Hanser;München;1970;96;1748;6;FALSCH;1;1;1;several characters;5;1;;1748;1754;5;6;2;4;0;0;1;15;;42;2;3;26404;26134;570;1048;20;not equal
lessing-der-misogyn;ger000391;Q56255302;Lessing;0;Der Misogyn;Ein Lustspiel in drei Aufzügen;Comedy;http://www.textgridrep.org/textgrid:rkq6.0;Hanser;München;1970;50;1755;7;FALSCH;9,24E+15;9,05E+15;1,10E+16;several characters;5,43E+15;2;;;1755;6;7;3;4;0;0;1;19;1748;23;0;3;13193;13005;347;477;0;not equal
lessing-der-schatz;ger000249;Q56255327;Lessing;0;Der Schatz;Ein Lustspiel in einem Aufzuge;Comedy;http://www.textgridrep.org/textgrid:rkzk.0;Hanser;München;1970;47;1755;9;FALSCH;5,15E+15;4,17E+15;1,67E+16;anselmo;3,33E+16;3;;;1755;7;9;0;9;0;0;1;15;1750;18;0;0;12421;12288;274;612;0;not equal
lessing-die-alte-jungfer;ger000401;Q56255313;Lessing;0;Die alte Jungfer;Ein Lustspiel in drei Aufzügen;Comedy;http://www.textgridrep.org/textgrid:rjdc.0;Hanser;München;1970;42;1749;11;FALSCH;8,43E+15;6,91E+15;1,31E+15;jungfer_ohldin|lisette;6,91E+15;2;;;1749;10;11;3;8;0;0;1;38;1748;23;0;3;10261;10012;303;476;9;not equal
lessing-die-juden;ger000222;Q1213679;Lessing;0;Die Juden;Ein Lustspiel in einem Aufzuge;Comedy;http://www.textgridrep.org/textgrid:rktc.0;Hanser;München;1970;40;1754;7;FALSCH;7;6,67E+15;1,43E+16;der_reisende|das_fraeulein|lisette;4;3;;1766;1754;5;7;2;5;0;0;1;14;1749;23;3;0;10647;10476;397;380;0;not equal
lessing-emilia-galotti;ger000088;Q782653;Lessing;0;Emilia Galotti;Ein Trauerspiel in fünf Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:rksp.0;Hanser;München;1971;78;1772;13;FALSCH;5,17E+15;3,72E+15;1,78E+16;marinelli;4,46E+15;3;###############################################################################################################################################################################################################################################################;1772;1772;9;13;3;10;0;0;1;29;;43;15;5;21136;20809;1332;835;0;not equal
lessing-minna-von-barnhelm;ger000357;Q1209859;Lessing;0;Minna von Barnhelm, oder das Soldatenglück;Ein Lustspiel in fünf Aufzügen;Comedy;http://www.textgridrep.org/textgrid:rjh9.0;Hanser;München;1970;100;1767;13;FALSCH;7,57E+14;4,23E+15;1,60E+16;von_tellheim;5,08E+15;3;###############################################################################################################################################################################################################################################################;1767;1767;11;13;3;10;0;0;1;33;;56;11;5;26433;25916;1665;1136;0;not equal
lessing-miss-sara-sampson;ger000087;Q1713147;Lessing;0;Miß Sara Sampson;Ein Trauerspiel in fünf Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:rjmw.0;Hanser;München;1971;92;1755;11;FALSCH;6,95E+15;4,36E+16;1,75E+16;mellefont;4,36E+15;4;###############################################################################################################################################################################################################################################################;1755;1755;7;11;5;6;0;0;1;24;;44;4;5;26705;26353;808;690;0;not equal
lessing-nathan-der-weise;ger000369;Q286611;Lessing;0;Nathan der Weise;Ein dramatisches Gedicht in fünf Aufzügen;;http://www.textgridrep.org/textgrid:rkpt.0;Hanser;München;1971;143;1779;14;FALSCH;7,38E+14;3,19E+16;1,86E+16;saladin;4,14E+15;3;###############################################################################################################################################################################################################################################################;1783;1779;10;14;3;11;0;0;1;29;;41;22;5;30459;29908;935;0;4740;not equal
lessing-philotas;ger000194;Q6074342;Lessing;0;Philotas;Ein Trauerspiel;Tragedy;http://www.textgridrep.org/textgrid:rjqs.0;Hanser;München;1971;26;1759;4;FALSCH;5,83E+15;6,67E+15;1,33E+16;philotas;2;2;###############################################################################################################################################################################################################################################################;1774;1759;3;4;0;4;0;0;1;4;;8;2;0;7122;7057;85;195;0;not equal
lieberkuehn-die-lissabonner;ger000730;Q123238778;Lieberkühn;0;Die Lissabonner;Ein bürgerliches Trauerspiel, in einem Aufzuge;Tragedy;https://de.wikisource.org/wiki/Die_Lissabonner;Meyer;Breslau;1758;64;1757;8;FALSCH;5;4,64E+15;1,61E+16;don_pedro;325;3;###############################################################################################################################################################################################################################################################;1757;1758;6;8;3;5;0;0;1;13;;19;0;0;8888;8716;123;136;0;not equal
lortzing-der-waffenschmied;ger000147;Q1197876;Lortzing;0;Der Waffenschmied;Komische Oper in drei Aufzügen;;http://www.textgridrep.org/textgrid:s6kj.0;;;;;1846;12;WAHR;8,95E+15;8,33E+15;1,17E+16;several characters;9,17E+15;2;;1846;;11;12;2;8;2;4;1;55;;38;6;3;13441;12872;1294;453;1127;not equal
lortzing-der-wildschuetz;ger000269;Q253376;Lortzing;0;Der Wildschütz oder Die Stimme der Natur;Komische Oper in drei Aufzügen;;http://www.textgridrep.org/textgrid:r2m9.0;;;;;1842;16;WAHR;8,54E+14;5;1575;baculus|graf|baron;75;3;;1842;;12;16;7;7;2;5;1;60;;45;8;3;18356;17670;1938;559;1548;equal
lortzing-zar-und-zimmermann;ger000094;Q147594;Lortzing;0;Zar und Zimmermann;Komische Oper in drei Aufzügen;;http://www.textgridrep.org/textgrid:s6kn.0;;;;;1837;20;WAHR;8,52E+15;4,11E+15;1,68E+16;zar|van_bett|iwanow;78;3;;1837;1891;15;20;5;11;4;10;1;78;;37;11;3;16328;15596;1890;441;1274;not equal
ludwig-der-erbfoerster;ger000011;Q56439928;Ludwig;0;Der Erbförster;Trauerspiel in fünf Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:s6m6.0;;;;;1850;17;FALSCH;7,77E+15;4,63E+15;1,61E+16;andres;7,41E+15;3;;1850;1853;13;17;3;14;0;0;1;63;1849;44;0;5;25807;25065;3449;1122;0;not equal
ludwig-die-makkabaeer;ger000430;Q56439968;Ludwig;0;Die Makkabäer;Trauerspiel in fünf Akten;Tragedy;http://www.textgridrep.org/textgrid:s6m2.0;;;;;1854;38;FALSCH;8,66E+15;5,58E+15;1,44E+16;simon;2,06E+15;2;;;1854;35;38;4;26;8;10;1;392;1852;7;0;5;20808;20220;2691;0;2741;not equal
maler-mueller-fausts-leben-dramatisiert;ger000561;Q111396487;Maler Müller;0;Fausts Leben dramatisiert;;;http://www.textgridrep.org/textgrid:spgf.0;Winkler;München;1971;75;1778;73;FALSCH;9,05E+15;2,04E+15;2,18E+16;faust;1,47E+16;4;;;1778;39;73;5;67;1;4;3;536;1776/1778;16;0;0;25244;23687;1003;615;130;not equal
maler-mueller-golo-und-genovefa;ger000435;Q1536644;Maler Müller;0;Golo und Genovefa;Ein Schauspiel in fünf Aufzügen;;http://www.textgridrep.org/textgrid:spd6.0;;;;;1781;61;FALSCH;8,15E+14;1,66E+16;2,10E+16;golo;9,93E+15;3;;;1811;42;61;9;49;3;7;1;303;1775/1781;52;1;5;47033;46225;2148;1866;261;not equal
malss-der-alte-buerger-capitain;ger000018;Q56379497;Malß;0;Der alte Bürger-Capitain oder Die Entführung;Lustspiel in zwei Aufzügen;Comedy;http://www.textgridrep.org/textgrid:s8bv.0;;;;;1820;16;FALSCH;8,73E+15;575;1425;capitain;8625;2;;1821;1820;15;16;2;12;2;1;1;69;;32;0;2;14488;13007;860;524;0;not equal
malss-die-jungfern-koechinnen;ger000044;Q54366286;Malß;0;Die Jungfern Köchinnen;Lokalposse in einem Akt;Comedy;http://www.textgridrep.org/textgrid:s8br.0;;;;;1835;11;FALSCH;8,91E+14;8,36E+15;1,16E+16;madame_hammel;8,36E+15;2;;1835;1836;10;11;7;4;0;0;1;46;;28;0;0;9681;9309;952;452;8;not equal
martini-rhynsolt-und-sapphira;ger000690;Q124818355;Martini;0;Rhynsolt und Sapphira;Ein prosaisches Trauerspiel in drey Handlungen;Tragedy;https://books.google.com/books?id=0HMFlTtLX7AC&pg=PA73;Rüdiger;Berlin und Leipzig;1767;34;1755;7;FALSCH;8,67E+15;7,62E+15;1,24E+16;sapphira;4,57E+15;2;;1755;1755;6;7;1;6;0;0;1;16;1753;21;0;3;6287;6081;359;163;0;not equal
may-babel-und-bibel;ger000221;Q15785023;May;0;Babel und Bibel;Arabische Fantasia in zwei Akten;;http://www.textgridrep.org/textgrid:s9j7.0;;;;;1906;31;FALSCH;8,98E+15;6,39E+15;1,36E+16;scheik;1,92E+16;2;;;1906;30;31;3;20;8;7;1;297;;48;1;2;27800;23163;9214;9;2558;not equal
meisl-der-lustige-fritz;ger000119;Q36145209;Meisl;0;Der lustige Fritz oder Schlafe, Träume, stehe auf, kleide dich an und bessre dich!;Ein Märchen neuerer Zeit in zwei Aufzügen;;http://www.textgridrep.org/textgrid:sc8m.0;;;;;1818;30;FALSCH;8,51E+15;2,67E+16;1,77E+15;fritz;7,73E+15;3;;1818;1819;28;30;5;11;14;2;1;116;;36;2;2;14797;14137;1168;490;317;not equal
meisl-orpheus-und-euridice;ger000316;Q56255206;Meisl;0;Orpheus und Euridice oder So geht es im Olymp zu!;Eine mythologische Karrikatur in zwey Acten in Knittelreimen;;http://www.textgridrep.org/textgrid:sc8q.0;;;;;1813;23;FALSCH;8,17E+15;3,87E+16;1,68E+16;orpheus;8,52E+15;3;;1813;1813;18;23;8;13;2;4;2;98;;27;0;2;14053;13677;574;0;1665;not equal
moeller-der-graf-von-walltron-oder-die-subordination;ger000593;Q114711538;Möller;0;Der Graf von Walltron, oder die Subordination;Ein Originaltrauerspiel in fünf Aufzügen;Tragedy;https://books.google.com/books?id=7goAa3sq_BEC&printsec=frontcover;Hagen;Prag;1776;;1776;20;FALSCH;8,21E+15;4,74E+16;1,54E+16;winter;9;3;###############################################################################################################################################################################################################################################################;1776;1776;18;20;3;17;0;1;1;90;;30;0;5;21893;20496;2299;577;0;not equal
moeller-sophie-oder-der-gerechte-fuerst;ger000595;Q115398385;Möller;0;Sophie, oder der gerechte Fürst;Ein Schauspiel in drey Aufzügen;;https://books.google.com/books?id=_CNdAAAAcAAJ&printsec=frontcover;Böhme;Leipzig;1777;;1777;23;FALSCH;8,48E+15;3,79E+15;1,75E+16;sophie;8,35E+15;3;;;1777;17;23;6;17;0;0;1;96;;21;0;3;16554;15605;2516;524;0;not equal
moeser-die-tugend-auf-der-schaubuehne;ger000481;Q84606039;Möser;0;"Die Tugend auf der Schaubühne; oder: Harlekin's Heirath";Ein Nachspiel in einem Aufzuge;;http://www.textgridrep.org/textgrid:sj74.0;;;;;1763;7;FALSCH;8,86E+15;7,14E+15;1,29E+16;harlekin|peter;4,29E+15;2;;;1798;6;7;2;5;0;0;1;15;1763;17;0;1;7080;6935;258;305;0;not equal
moritz-blunt-oder-der-gast;ger000528;Q105729385;Moritz;0;Blunt oder der Gast;Ein Schauspiel in einem Aufzuge;;https://books.google.com/books?id=jBZaAAAAcAAJ&printsec=frontcover;;;;;1781;6;FALSCH;1;1;1;several characters;5;1;;;1781;5;6;3;3;0;0;1;15;;5;0;0;6526;6300;372;184;0;equal
mosenthal-das-goldene-kreuz;ger000454;Q10861061;Mosenthal;0;Das goldene Kreuz;Oper in zwei Aufzügen;;http://www.textgridrep.org/textgrid:sj6f.0;;;;;1875;10;WAHR;9,17E+15;8,67E+15;1,13E+16;several characters;78;2;;1875;;9;10;4;5;1;5;1;39;;14;5;2;9422;8958;1156;199;831;not equal
mosenthal-die-koenigin-von-saba;ger000036;Q841406;Mosenthal;0;Die Königin von Saba;Oper in vier Aufzügen;;http://www.textgridrep.org/textgrid:sj68.0;;;;;1875;14;WAHR;9,13E+15;7,58E+15;1,25E+16;several characters;9,86E+15;3;;1875;;12;14;4;8;2;6;1;69;;22;9;4;7308;6242;2440;0;831;not equal
mosenthal-die-lustigen-weiber-von-windsor;ger000334;Q615663;Mosenthal;0;Die lustigen Weiber von Windsor;Komisch-phantastische Oper in drei Aufzügen;;http://www.textgridrep.org/textgrid:sj6g.0;;;;;1849;22;WAHR;8,83E+14;3,85E+15;1,73E+16;falstaff;8,09E+15;3;;1849;;18;22;3;12;7;8;1;89;;43;16;3;12182;11474;2303;204;1088;not equal
moser-das-stiftungsfest;ger000457;Q56379310;Moser;0;Das Stiftungsfest;Schwank in 3 Aufzügen;Comedy;http://www.textgridrep.org/textgrid:sj6v.0;;;;;1862;11;FALSCH;9,13E+15;8;12;ludmilla;8;2;;;1862;10;11;3;8;0;0;1;44;;52;0;3;19972;19570;2438;1334;0;not equal
moser-krieg-oder-frieden;ger000315;Q56379343;Moser;0;Krieg oder Frieden?;Dramatische Bagatelle in einem Akt;;http://www.textgridrep.org/textgrid:sj6r.0;;;;;1859;8;FALSCH;7,11E+15;4,64E+15;1,54E+16;johann;325;2;;1859;1859;7;8;2;6;0;0;1;13;;19;0;0;5237;4962;612;265;0;not equal
muehsam-judas;ger000020;Q56191990;Mühsam;0;Judas;Arbeiterdrama in fünf Akten;;http://www.textgridrep.org/textgrid:sjhr.0;;;;;1921;34;FALSCH;9,16E+15;7,79E+15;1,22E+16;several characters;2,57E+16;2;;;1921;33;34;10;22;2;4;1;437;1920;5;0;5;32416;31430;4046;1862;4;not equal
muehsam-staatsraeson;ger000229;Q56191992;Mühsam;0;Staatsräson;Ein Denkmal für Sacco und Vanzetti;;http://www.textgridrep.org/textgrid:sjpt.0;;;;;1928;62;FALSCH;9,04E+15;2,71E+16;1,77E+16;rosa;1,65E+16;3;;1929;1928;57;62;12;46;4;3;1;512;;15;0;0;24805;24479;1294;898;40;not equal
muellner-der-neun-und-zwanzigste-februar;ger000506;Q98544670;Müllner;0;Der neun und zwanzigste Februar;Trauerspiel in einem Akt;Tragedy;https://books.google.com/books?id=iNf_1Uc_1LgC&pg=PA19;;;;;1812;4;FALSCH;1;1;1;several characters;3;1;;1812;1815;3;4;1;3;0;0;1;6;;9;0;0;8611;6047;788;6;1012;not equal
muellner-die-schuld;ger000360;Q1216076;Müllner;0;Die Schuld;Trauerspiel in vier Akten;Tragedy;http://www.textgridrep.org/textgrid:ssrf.0;;;;;1813;8;FALSCH;7,29E+15;5,71E+15;1,43E+16;elvire;4;2;;1813;1816;7;8;2;6;0;0;1;16;;28;1;4;16373;15877;2279;0;2833;not equal
muellner-koenig-yngurd;ger000261;Q56191998;Müllner;0;König Yngurd;Trauerspiel in fünf Akten;Tragedy;http://www.textgridrep.org/textgrid:ssrb.0;;;;;1817;37;FALSCH;8,10E+15;2,73E+15;1,86E+15;alf;9,84E+15;3;;1817;1817;27;37;3;28;6;6;1;182;;47;0;5;30473;28174;3682;0;3598;not equal
musil-die-schwaermer;ger000475;Q42743294;Musil;0;Die Schwärmer;Schauspiel in drei Aufzügen;;https://www.projekt-gutenberg.org/musil/schwaerm/index.html;;;;;1921;7;FALSCH;1;1;1;several characters;6;1;;1929;1921;6;7;3;4;0;0;1;21;1920;3;0;3;36376;34754;4373;1298;0;not equal
mylius-die-schaeferinsel;ger000007;Q56191997;Mylius;0;Die Schäferinsel;Ein Lustspiel in drey Aufzügen;Comedy;http://www.textgridrep.org/textgrid:st5r.0;;;;;1749;8;FALSCH;1;1;1;several characters;7;1;;;1749;7;8;3;5;0;0;1;28;;30;0;3;12301;12042;508;0;1588;not equal
nestroy-das-haus-der-temperamente;ger000341;Q1168809;Nestroy;0;Das Haus der Temperamente;Posse mit Gesang in zwei Akten;Comedy;http://www.textgridrep.org/textgrid:strx.0;;;;;1837;43;FALSCH;6,91E+15;1,83E+16;2,40E+15;schlankel;7,67E+15;5;;1837;1891;23;43;16;24;3;3;3;165;1837;605;2;2;28851;26657;6975;1587;145;not equal
nestroy-das-maedl-aus-der-vorstadt;ger000200;Q1169908;Nestroy;0;Das Mädl aus der Vorstadt oder Ehrlich währt am längsten;Posse in drei Aufzügen;Comedy;http://www.textgridrep.org/textgrid:str5.0;;;;;1841;15;FALSCH;8,09E+15;5,43E+15;1,61E+16;schnoferl;76;3;;1841;1845;12;15;7;6;2;2;1;57;1841;60;2;3;20948;20308;2566;1110;182;not equal
nestroy-der-boese-geist-lumpazivagabundus;ger000062;Q1198430;Nestroy;0;Der böse Geist Lumpazivagabundus oder Das liederliche Kleeblatt;Zauberposse mit Gesang in drei Aufzügen;Comedy;http://www.textgridrep.org/textgrid:strq.0;;;;;1833;51;FALSCH;8,23E+15;1,65E+16;2,08E+16;zwirn;8,24E+15;4;;1833;1835;39;51;13;29;9;0;1;210;1833;44;5;3;14521;13922;2040;765;214;not equal
nestroy-der-talisman;ger000083;Q1197313;Nestroy;0;Der Talisman;Posse mit Gesang in drei Aufzügen;Comedy;http://www.textgridrep.org/textgrid:str1.0;;;;;1843;30;FALSCH;8,14E+15;2,32E+16;2,21E+16;titus|flora;6,73E+15;5;;1843;1843;17;30;7;16;7;0;2;101;1840;71;2;3;20658;19954;2862;880;301;not equal
