name;id;wikidataId;firstAuthor;numOfCoAuthors;title;subtitle;normalizedGenre;digitalSource;originalSourcePublisher;originalSourcePubPlace;originalSourceYear;originalSourceNumberOfPages;yearNormalized;size;libretto;averageClustering;density;averagePathLength;maxDegreeIds;averageDegree;diameter;datePremiered;yearPremiered;yearPrinted;maxDegree;numOfSpeakers;numOfSpeakersFemale;numOfSpeakersMale;numOfSpeakersUnknown;numOfPersonGroups;numConnectedComponents;numEdges;yearWritten;numOfSegments;wikipediaLinkCount;numOfActs;wordCountText;wordCountSp;wordCountStage;numOfP;numOfL;numOfSpeakersFemaleAndMale
kaiser-die-koralle;ger000545;Q108266338;Kaiser;0;Die Koralle;Schauspiel in fünf Akten;;https://www.gutenberg.org/ebooks/63038;;;;;1917;18;FALSCH;8,43E+15;4,64E+16;1,54E+16;milliardaer;7,89E+15;2;;1917;1917;17;18;4;14;0;0;1;71;;5;0;5;15503;14710;2362;882;0;not equal
kaiser-die-schule-des-armen;ger000093;Q56255237;Kaiser;0;Die Schule des Armen oder Zwei Millionen;Original-Charakterbild mit Gesang in vier Akten;;http://www.textgridrep.org/textgrid:qn26.0;;;;;1847;33;FALSCH;8,84E+15;2,56E+15;1,79E+16;christoph;8,18E+15;3;;1847;1848;30;33;4;28;1;4;1;135;;41;0;4;21939;21189;2766;828;162;not equal
kaiser-stadt-und-land;ger000021;Q56255241;Kaiser;0;Stadt und Land oder Der Viehhändler aus Oberösterreich;Posse mit Gesang in drei Aufzügen;Comedy;http://www.textgridrep.org/textgrid:qn29.0;;;;;1844;15;FALSCH;8,94E+15;6,95E+15;1,30E+16;sebastian;9,73E+15;2;;1844;1845;14;15;4;11;0;0;1;73;;38;0;3;16976;16365;2259;842;110;not equal
kaltneker-das-bergwerk;ger000403;Q56254541;Kaltneker;0;Das Bergwerk;Ein Drama in drei Akten;;http://www.textgridrep.org/textgrid:qn30.0;;;;;1921;56;FALSCH;9,80E+15;4,46E+15;1,11E+16;several characters;2,45E+16;2;;1923;1921;31;56;12;40;4;5;2;687;1918;5;0;3;12081;11649;2037;684;36;not equal
kaltneker-die-opferung;ger000180;Q51405035;Kaltneker;0;Die Opferung;Eine Tragödie in vier Akten;Tragedy;http://www.textgridrep.org/textgrid:qn2w.0;;;;;1922;40;FALSCH;9,62E+15;4,14E+16;1,59E+16;der_prinz;1615;2;;1922;1925;39;40;5;33;2;3;1;323;1918;4;0;4;16315;15743;2643;463;419;not equal
kannengiesser-die-vierbeinigten-philosophen;ger000543;Q107822636;Kannengießer;0;Die vierbeinigten Philosophen;Ein Trauerspiel in einem Act;;https://de.wikisource.org/wiki/Die_vierbeinigten_Philosophen;;;;;1802;12;FALSCH;8,41E+15;4,09E+15;1,59E+16;herr_von_albern;45;2;;;1802;11;12;0;8;4;0;1;27;;11;0;0;2850;2714;311;86;2;not equal
kind-der-freischuetz;ger000405;Q156435;Kind;0;Der Freischütz;Romantische Oper in drei Aufzügen;;http://www.textgridrep.org/textgrid:qx5q.0;;;;;1821;23;WAHR;7,67E+15;3,83E+14;1,77E+15;max|kaspar;8,43E+15;4;;1821;;19;23;6;12;5;9;1;97;;20;38;3;11301;10571;2774;295;608;not equal
klabund-der-kreidekreis;ger000070;Q16061494;Klabund;0;Der Kreidekreis;Spiel in fünf Akten nach dem Chinesischen;;http://www.textgridrep.org/textgrid:qxh9.0;;;;;1925;22;FALSCH;8,77E+15;4,33E+15;1,57E+15;haitang|tschang-ling;9,09E+15;2;;1925;1925;21;22;4;18;0;2;1;100;;5;1;5;18584;18306;1339;565;303;not equal
klabund-xyz;ger000533;Q106082380;Klabund;0;XYZ;Spiel zu dreien in drei Akten;Comedy;http://www.textgridrep.org/textgrid:qz9g.0;;;;;1927;6;FALSCH;8,67E+15;7,33E+15;1,27E+16;y|x;3,67E+16;2;;1927;1928;5;6;1;3;2;0;1;11;1927;3;0;3;14073;13759;1756;1130;0;not equal
kleist-amphitryon;ger000437;Q475044;Kleist;0;Amphitryon;Ein Lustspiel nach Molière;Comedy;http://www.textgridrep.org/textgrid:r0jz.0;;;;;1807;15;FALSCH;9,18E+15;7,52E+15;1,25E+16;sosias|amphitryon;1,05E+16;2;;1899;1807;14;15;2;12;1;3;1;79;1803;22;2;3;18226;18050;363;0;2598;not equal
kleist-das-kaethchen-von-heilbronn;ger000208;Q316826;Kleist;0;Das Käthchen von Heilbronn oder die Feuerprobe;Ein großes historisches Ritterschauspiel;;http://www.textgridrep.org/textgrid:r0gb.0;;;;;1810;61;FALSCH;8,34E+15;1,68E+16;2,01E+16;der_graf_vom_strahl;1,01E+16;3;;1810;1810;46;61;8;43;10;13;2;308;1807/1808;53;5;5;26015;24965;2703;447;1600;not equal
kleist-der-zerbrochene-krug;ger000363;Q486602;Kleist;0;Der zerbrochne Krug;Ein Lustspiel;Comedy;http://www.textgridrep.org/textgrid:r0sb.0;;;;;1808;13;FALSCH;8,38E+15;6,41E+15;1,36E+15;adam|licht|walter;7,69E+16;2;;1808;1811;11;13;5;7;1;1;1;50;1803/1806;13;12;0;16601;16417;381;0;2395;not equal
kleist-die-familie-schroffenstein;ger000049;Q1212309;Kleist;0;Die Familie Schroffenstein;Ein Trauerspiel in fünf Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:r0px.0;;;;;1803;29;FALSCH;8,66E+15;4,29E+16;1,60E+16;eustache;12;3;;1804;1803;24;29;7;21;1;3;1;174;1802;13;3;5;23425;23027;1593;0;3513;not equal
kleist-die-hermannsschlacht;ger000078;Q615212;Kleist;0;Die Hermannsschlacht;Ein Drama;;http://www.textgridrep.org/textgrid:r0hz.0;;;;;1808;84;FALSCH;8,10E+14;1,10E+16;2,58E+16;hermann;9,12E+15;4;;1860;1821;44;84;7;70;7;11;1;383;1808;53;4;5;22130;21182;2201;0;2872;not equal
kleist-penthesilea;ger000152;Q451932;Kleist;0;Penthesilea;Ein Lustspiel nach Molière;Comedy;http://www.textgridrep.org/textgrid:r0n2.0;;;;;1808;84;FALSCH;8,93E+15;1,40E+16;2,28E+15;prothoe;1,16E+16;5;;1876;1808;55;84;61;22;1;15;1;489;1806/1807;24;5;0;24821;24478;1736;0;3491;not equal
kleist-prinz-friedrich-von-homburg;ger000362;Q366146;Kleist;0;Prinz Friedrich von Homburg;Ein Schauspiel;;http://www.textgridrep.org/textgrid:r10b.0;;;;;1810;43;FALSCH;8,37E+14;2,23E+16;1,86E+16;der_prinz_von_homburg;9,35E+15;3;;1821;1821;31;43;6;35;2;6;2;201;1809/1810;36;6;5;18573;17631;2920;0;2118;not equal
klemm-der-auf-den-parnass-versetzte-gruene-hut;ger000330;Q55006545;Klemm;0;Der auf den Parnaß versetzte grüne Hut;Ein Lustspiel in drey Aufzügen;Comedy;http://www.textgridrep.org/textgrid:r11m.0;;;;;1767;7;FALSCH;1;1;1;several characters;6;1;;1767;1767;6;7;2;5;0;0;1;21;1767;36;0;3;12592;12304;265;614;6;not equal
klemm-der-besuch;ger000577;Q112654763;Klemm;0;Der Besuch;Ein Lustspiel in einem Aufzuge;Comedy;https://de.wikisource.org/wiki/Der_Besuch_(Klemm);Schulz;Wien;1765;16;1765;7;FALSCH;6,29E+15;5,71E+15;1,43E+16;celimene;3,43E+16;2;;;1765;6;7;4;3;0;0;1;12;;9;0;0;3376;3307;64;151;0;not equal
klingemann-faust;ger000110;Q55006790;Klingemann;0;Faust;Ein Trauerspiel in fünf Acten;Tragedy;http://www.textgridrep.org/textgrid:r121.0;;;;;1812;20;FALSCH;7,44E+14;2,63E+15;1,79E+16;faust;5;3;;1812;1815;18;20;2;15;3;3;1;50;;43;0;5;19631;18537;4580;0;2369;not equal
klinger-das-leidende-weib;ger000497;Q95579878;Klinger;0;Das leidende Weib;Ein Trauerspiel;Tragedy;http://www.textgridrep.org/textgrid:r135.0;Winkler;München;1971;51;1775;27;FALSCH;6,93E+15;2,56E+15;2,16E+16;franz;6,67E+15;4;;;1775;13;27;9;16;2;1;1;90;;33;0;5;16076;15789;444;732;8;not equal
klinger-die-neue-arria;ger000103;Q56422542;Klinger;0;Die neue Arria;Ein Schauspiel;;http://www.textgridrep.org/textgrid:r134.0;Winkler;München;1971;71;1776;19;FALSCH;7,93E+14;3,51E+15;1,78E+16;julio|solina;6,32E+15;3;;;1776;13;19;6;13;0;0;1;60;1775;17;0;5;23726;23512;744;811;48;not equal
klinger-die-zwillinge;ger000190;Q1217801;Klinger;0;Die Zwillinge;Ein Trauerspiel in fünf Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:r12v.0;Winkler;München;1971;54;1776;8;FALSCH;875;75;125;grimaldi;525;2;;1776;1776;7;8;2;5;1;1;1;21;;21;2;5;17733;17498;462;637;16;not equal
klinger-prinz-seiden-wurm-der-reformator;ger000498;Q95588022;Klinger;0;Prinz Seiden-Wurm der Reformator oder die Kron-Kompetenten;Ein moralisches Drama aus dem fünften Theil des Orpheus;;http://www.textgridrep.org/textgrid:r12n.0;;;;;1780;34;FALSCH;8,81E+14;4,21E+15;1,91E+15;prinz_seiden-wurm|minister_bim;1,39E+16;4;;;1780;22;34;4;26;4;7;1;236;1779;34;0;5;14127;13614;900;393;91;not equal
klinger-simsone-grisaldo;ger000443;Q56422563;Klinger;0;Simsone Grisaldo;Ein Schauspiel in fünf Akten;;http://www.textgridrep.org/textgrid:r13g.0;Winkler;München;1971;81;1776;20;FALSCH;8,24E+15;4,95E+16;1,54E+16;grisaldo;94;3;;;1776;18;20;4;16;0;1;1;94;;16;0;5;26778;26499;1049;917;10;not equal
klinger-sturm-und-drang;ger000053;Q1768388;Klinger;0;Sturm und Drang;Ein Schauspiel;;http://www.textgridrep.org/textgrid:r12k.0;Winkler;München;1971;56;1777;13;FALSCH;7,81E+15;6,41E+15;1,40E+16;wild;7,69E+16;3;###############################################################################################################################################################################################################################################################;1777;1777;11;13;5;8;0;0;1;50;1776;37;5;5;17747;17417;923;782;0;not equal
klopstock-der-tod-abels;ger000722;Q130634521;Klopstock;0;Der Tod Abels;Ein Trauerspiel;Tragedy;https://books.google.com/books?id=Y8A6AAAAcAAJ&pg=PA147;Göschen;Leipzig;1823;30;1759;5;FALSCH;8,67E+15;8;12;abel|eva;32;2;;;1759;4;5;2;3;0;0;1;8;;17;0;3;3310;3138;233;113;0;not equal
klopstock-der-tod-adams;ger000013;Q22809001;Klopstock;0;Der Tod Adams;Ein Trauerspiel;Tragedy;http://www.textgridrep.org/textgrid:r1zm.0;;;;;1757;11;FALSCH;9,39E+15;7,27E+15;1,27E+16;adam|seth;7,27E+16;2;;;1757;10;11;5;5;1;0;1;40;1753/1756;20;0;3;7100;6126;251;186;0;equal
klopstock-hermanns-schlacht;ger000345;Q56447366;Klopstock;0;Hermanns Schlacht;Ein Bardiet für die Schaubühne;;http://www.textgridrep.org/textgrid:r1hd.0;;;;;1769;53;FALSCH;8,88E+15;3,11E+15;1,69E+16;brenno;1,62E+15;3;;;1769;51;53;6;47;0;3;1;429;1766/1767;14;0;0;23253;22345;1093;695;650;not equal
kobell-der-roaga;ger000290;Q56447413;Kobell;0;Der Roaga [Reiher];;;http://www.textgridrep.org/textgrid:r22j.0;;;;;1847;4;FALSCH;1;1;1;several characters;3;1;;1847;1868;3;4;1;3;0;0;1;6;1847;5;0;0;3775;3683;484;90;158;not equal
koch-die-maennerfeindin;ger000680;Q124657244;Koch;0;Die Männerfeindin;Schauspiel in einem Aufzuge;;https://books.google.com/books?id=ZE5WAAAAcAAJ&pg=RA1-PA1;Kratzsch;Hamburg;1803;71;1803;7;FALSCH;9,24E+15;9,05E+15;1,10E+16;several characters;5,43E+15;2;;;1803;6;7;4;3;0;0;1;19;;12;0;1;8514;8340;512;424;0;not equal
koerner-die-blumen;ger000688;Q123335315;Körner;0;Die Blumen;Ein Spiel in Versen;;https://www.projekt-gutenberg.org/koerner/dramfrag/chap005.html;Hempel;Berlin;1879;6;1811;2;FALSCH;0;1;1;lilla|rosa;1;1;;;;1;2;2;0;0;0;1;1;1811;1;0;0;1401;1298;49;0;244;not equal
koerner-die-braut;ger000520;Q104585885;Körner;0;Die Braut;Ein Lustspiel in Alexandrinern, in einem Aufzuge;Comedy;https://www.projekt-gutenberg.org/koerner/braut/index.html;;;;;1812;3;FALSCH;0;6,67E+15;1,33E+16;sohn;1,33E+16;2;;1812;1813;2;3;1;2;0;0;1;2;1811;9;0;0;5056;4876;207;0;564;not equal
koerner-zriny;ger000346;Q42197855;Körner;0;Zriny;Ein Trauerspiel in fünf Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:r23w.0;;;;;1812;22;FALSCH;7,98E+14;3,16E+16;2,05E+15;zriny;6,64E+15;4;;1812;1814;14;22;2;19;1;4;1;73;1812;50;0;5;20898;20211;794;0;2857;not equal
koller-der-zauberstein;ger000574;Q111592520;Koller;0;Der Zauberstein;Eine Posse in einem Aufzuge. Vierte Fortsetzung der beiden Billets;Comedy;https://de.wikisource.org/wiki/Der_Zauberstein;Blothe;Osnabrück;1804;50;1804;4;FALSCH;5,83E+15;6,67E+15;1,33E+16;goerge;2;2;;;1804;3;4;1;3;0;0;1;4;;15;0;0;5467;5304;302;409;0;not equal
kotzebue-blind-geladen;ger000615;Q884182;Kotzebue;0;Blind geladen;Lustspiel in Einem Akt;Comedy;https://de.wikisource.org/wiki/Blind_geladen;Hartmann;Leipzig;1811;70;1810;7;FALSCH;6,90E+15;6,19E+15;1,38E+15;thal;3,71E+16;2;###############################################################################################################################################################################################################################################################;1810;1811;6;7;1;6;0;0;1;13;;23;1;0;6645;6341;372;498;0;not equal
kotzebue-das-kind-der-liebe;ger000700;Q125580548;Kotzebue;0;Das Kind der Liebe;Ein Schauspiel in fünf Akten;;https://books.google.com/books?id=DSwHAAAAQAAJ&printsec=frontcover;Kummer;Leipzig;1791;198;1790;19;FALSCH;5,24E+15;2,40E+16;2,13E+15;pfarrer;4,32E+15;4;###############################################################################################################################################################################################################################################################;1790;1791;11;19;4;15;0;0;1;41;;40;0;5;27170;23849;1992;914;0;not equal
kotzebue-das-koestlichste;ger000676;Q124435188;Kotzebue;0;Das Köstlichste;Schauspiel in Einem Akt;;https://books.google.com/books?id=KY5TAAAAcAAJ&pg=PA97;La Garde;Berlin;1806;34;1806;9;FALSCH;8,04E+15;6,67E+15;1,36E+16;aldor|ellina|korasmin;5,33E+15;3;;;1806;7;9;1;8;0;0;1;24;;8;0;0;3890;3798;95;0;450;not equal
kotzebue-das-posthaus-in-treuenbrietzen;ger000679;Q110889067;Kotzebue;0;Das Posthaus in Treuenbrietzen;Lustspiel in einem Akt;Comedy;https://books.google.com/books?id=sI9TAAAAcAAJ&pg=PA1;Kummer;Leipzig;1808;71;1807;6;FALSCH;9;8;12;fix|therese;4;2;###############################################################################################################################################################################################################################################################;1807;1808;5;6;2;4;0;0;1;12;;16;0;0;6715;6582;427;509;2;not equal
kotzebue-das-unsichtbare-maedchen;ger000636;Q121433916;Kotzebue;0;Das unsichtbare Mädchen;Ein Intermezzo;;https://books.google.com/books?id=F5BTAAAAcAAJ&pg=PA303;Hartmann;Leipzig;1812;34;1811;3;FALSCH;1;1;1;suschen|goldangel|stoffel;2;1;;1811;1812;2;3;1;2;0;0;1;3;;5;0;0;3311;3211;82;124;171;not equal
kotzebue-der-arme-poet;ger000583;Q112775643;Kotzebue;0;Der arme Poet;Ein Schauspiel in Einem Akt;;https://books.google.com/books?id=RZUeAQAAIAAJ&pg=PA142-IA3;Hartmann;Leipzig;1813;54;1812;5;FALSCH;8;7;13;lorenz|therese;28;2;###############################################################################################################################################################################################################################################################;1812;1813;4;5;2;3;0;0;1;7;;9;0;0;6067;5929;290;242;0;not equal
kotzebue-der-freimaurer;ger000487;Q89212706;Kotzebue;0;Der Freimaurer;Lustspiel in Einem Act;Comedy;https://www.projekt-gutenberg.org/kotzebue/freimaur/freimaur.html;;;;;1817;4;FALSCH;8,33E+15;8,33E+15;1,17E+16;karoline|graf;25;2;;1817;1818;3;4;1;3;0;0;1;5;;10;0;0;4531;4463;73;0;572;not equal
kotzebue-der-hyperboreische-esel;ger000188;Q56448380;Kotzebue;0;Der Hyperboreische Esel, oder Die heutige Bildung;Ein drastisches Drama und philosophisches Lustspiel für Jünglinge / In einem Aufzuge;Comedy;http://www.textgridrep.org/textgrid:r2mm.0;;;;;1799;6;FALSCH;1;1;1;several characters;5;1;;1799;1799;5;6;2;4;0;0;1;15;;12;0;0;7273;5671;242;321;0;not equal
kotzebue-der-schutzgeist;ger000485;Q88192948;Kotzebue;0;Der Schutzgeist;Eine dramatische Legende in sechs Akten nebst einem Vorspiel;;http://www.deutschestextarchiv.de/kotzebue_schutzgeist_1814;Kummer;Leipzig;1814;275;1814;28;FALSCH;6,55E+15;1,43E+16;2,50E+15;adelheid;3,86E+15;5;;1814;1814;16;28;5;21;2;2;1;54;;52;0;7;24976;24124;1776;0;3404;not equal
kotzebue-der-verschwiegene-wider-willen;ger000579;Q112164010;Kotzebue;0;Der Verschwiegene wider Willen, oder die Fahrt von Berlin nach Potsdam;Ein Lustspiel in Einem Act;Comedy;https://de.wikisource.org/wiki/Der_Verschwiegene_wider_Willen;Hartmann;Leipzig;1816;70;1815;8;FALSCH;7,70E+15;6,43E+15;1,36E+16;frosch;45;2;###############################################################################################################################################################################################################################################################;1815;1816;7;8;2;6;0;0;1;18;;25;0;0;7075;6709;491;412;0;not equal
kotzebue-der-weibliche-jacobiner-clubb;ger000578;Q111939198;Kotzebue;0;Der weibliche Jacobiner-Clubb;Ein politisches Lustspiel in Einem Aufzug;Comedy;https://de.wikisource.org/wiki/Der_weibliche_Jacobiner-Clubb;Kummer;Leipzig;1792;72;1791;20;FALSCH;8,65E+14;7,32E+15;1,27E+16;duport|madam_duport|antoinette;139;3;###############################################################################################################################################################################################################################################################;1791;1792;18;20;10;10;0;0;1;139;1791;18;0;0;7726;7393;496;478;0;equal
kotzebue-der-wirrwarr;ger000494;Q91933035;Kotzebue;0;Der Wirrwarr, oder der Muthwillige;Eine Posse in fünf Akten;Comedy;https://www.projekt-gutenberg.org/kotzebue/wirrwarr/index.html;;;;;1801;10;FALSCH;7,92E+14;6,22E+15;1,38E+16;fritz;56;2;;1801;1803;9;10;4;6;0;0;1;28;;50;0;5;18601;18022;1608;1343;0;not equal
kotzebue-die-alten-liebschaften;ger000666;Q124079923;Kotzebue;0;Die alten Liebschaften;Lustspiel in Einem Akt;Comedy;https://books.google.com/books?id=F5BTAAAAcAAJ&pg=PA51;Hartmann;Leipzig;1812;48;1811;3;FALSCH;1;1;1;julie|baron|elise;2;1;###############################################################################################################################################################################################################################################################;1811;1812;2;3;2;1;0;0;1;3;;11;0;0;5051;4980;178;0;618;not equal
kotzebue-die-beiden-klingsberg;ger000281;Q56448388;Kotzebue;0;Die beiden Klingsberg;Ein Lustspiel in vier Akten;Comedy;http://www.textgridrep.org/textgrid:r2mv.0;;;;;1801;13;FALSCH;7,40E+15;4,62E+16;1,56E+15;graf;5,54E+15;3;;;1801;11;13;6;7;0;0;1;36;;54;0;4;20117;19587;1520;1280;4;not equal
kotzebue-die-deutschen-kleinstaedter;ger000225;Q1218034;Kotzebue;0;Die deutschen Kleinstädter;Ein Lustspiel in vier Akten;Comedy;http://www.textgridrep.org/textgrid:r2m4.0;;;;;1802;13;FALSCH;8,64E+15;6,67E+15;1,33E+16;frau_staar;8;2;;1802;1803;12;13;5;7;1;1;1;52;;53;1;4;18025;17479;1058;1160;21;not equal
kotzebue-die-indianer-in-england;ger000057;Q22712283;Kotzebue;0;Die Indianer in England;Lustspiel in drei Aufzügen;Comedy;http://www.textgridrep.org/textgrid:r2mn.0;;;;;1789;14;FALSCH;9,15E+15;7,47E+15;1,26E+16;kaberdar|liddy|samuel;9,71E+15;3;;1789;1790;12;14;3;11;0;0;1;68;1788;43;0;3;23188;22649;1891;1153;0;not equal
kotzebue-die-spanier-in-peru;ger000490;Q90038124;Kotzebue;0;Die Spanier in Peru, oder: Rollas Tod;Ein romantisches Trauerspiel in fünf Aufzügen;Tragedy;https://www.projekt-gutenberg.org/kotzebue/rollas/index.html;;;;;1794;49;FALSCH;8,71E+15;1,88E+15;2,26E+15;rolla;9,02E+15;4;;1794;1796;24;49;12;35;2;5;1;221;;49;0;5;22312;21045;1869;1530;20;not equal
kotzebue-graf-benjowsky;ger000488;Q1541382;Kotzebue;0;Graf Benjowsky, oder: die Verschwörung auf Kamtschatka;Ein Schauspiel in fünf Aufzügen;;https://www.projekt-gutenberg.org/kotzebue/benjowsk/index.html;;;;;1794;32;FALSCH;8,24E+15;3,61E+16;1,68E+16;benjowsky;111875;3;;1794;1795;29;32;2;30;0;1;1;179;;34;1;5;24844;24195;2922;1834;20;not equal
kotzebue-maedchenfreundschaft;ger000486;Q88636794;Kotzebue;0;Mädchenfreundschaft, oder der türkische Gesandte;Ein Lustspiel in einem Akt;Comedy;https://de.wikisource.org/wiki/Mädchenfreundschaft,_oder_der_türkische_Gesandte;;;;;1805;8;FALSCH;9,29E+15;8,93E+15;1,11E+16;several characters;625;2;;1805;1805;7;8;5;3;0;1;1;25;;14;0;0;4412;4151;485;270;0;not equal
kotzebue-menschenhass-und-reue;ger000142;Q1920777;Kotzebue;0;Menschenhaß und Reue;Schauspiel in fünf Aufzügen;;http://www.textgridrep.org/textgrid:r2mf.0;;;;;1788;12;FALSCH;7,68E+14;6,36E+15;1,36E+16;der_major;7;2;;1788;1790;11;12;4;8;0;0;1;42;;51;1;5;24335;23659;1754;1117;0;not equal
kotzebue-pagenstreiche;ger000495;Q92072925;Kotzebue;0;Pagenstreiche;Eine Posse in fünf Aufzügen;Comedy;https://www.projekt-gutenberg.org/kotzebue/pagenstr/index.html;;;;;1803;16;FALSCH;8,68E+15;7,92E+15;1,21E+16;baron|deborah;11875;2;;1803;1804;15;16;5;11;0;0;1;95;;66;0;5;22205;21227;2353;1391;69;not equal
kotzebue-sultan-wampum;ger000491;Q90230139;Kotzebue;0;Sultan Wampum, oder: die Wünsche;Ein orientalisches Scherzspiel mit Gesang in drei Aufzügen;Comedy;https://www.projekt-gutenberg.org/kotzebue/wampum/index.html;;;;;1791;11;FALSCH;8,30E+15;5,27E+15;1,47E+16;wampum;5,27E+16;2;;1791;1794;10;11;1;8;2;1;1;29;;36;0;3;13134;12591;1065;520;330;not equal
kotzebue-ueble-laune;ger000484;Q88089338;Kotzebue;0;Üble Laune;Ein Schauspiel in vier Akten;;https://www.projekt-gutenberg.org/kotzebue/ueblaune/index.html;;;;;1797;15;FALSCH;8,31E+14;3,62E+15;1,74E+16;ulrike|der_geheimderath;5,07E+15;3;;1797;1799;11;15;2;13;0;2;1;38;;45;1;4;22071;21642;1833;1686;14;not equal
kotzebue-wer-weiss-wozu-das-gut-ist;ger000654;Q123371304;Kotzebue;0;Wer weiß wozu das gut ist;Ein Schwank in Einem Akt;Comedy;https://books.google.com/books?id=MflXAAAAcAAJ&pg=PA286-IA1;Hartmann;Leipzig;1815;66;1814;6;FALSCH;8,33E+15;6,67E+15;1,33E+16;steffen|kaethgen;3,33E+16;2;###############################################################################################################################################################################################################################################################;1814;1815;5;6;1;5;0;0;1;10;;13;0;0;7156;7007;317;414;0;not equal
kraus-die-letzten-tage-der-menschheit;ger000480;Q1218953;Kraus;0;Die letzten Tage der Menschheit;Tragödie in fünf Akten mit Vorspiel und Epilog;Tragedy;https://www.projekt-gutenberg.org/kraus/letzttag/index.html;;;;;1919;925;FALSCH;8,62E+15;2,91E+16;2,50E+15;several characters;2,69E+16;8;;1964;1919;158;925;93;802;30;60;120;12425;1915/1922;220;5;5;186517;172530;15083;5537;2342;not equal
kraus-traumstueck;ger000529;Q105755902;Kraus;0;Traumstück;;;http://pi.lib.uchicago.edu/1001/cat/bib/2965704;Verlag ›Die Fackel‹;Wien – Leipzig;1923;23;1923;11;FALSCH;1;1;1;several characters;10;1;;1924;1923;10;11;0;2;9;4;1;55;1922;1;0;0;2927;2755;150;0;475;not equal
krueger-die-candidaten;ger000320;Q56448539;Krüger;0;Die Candidaten oder Die Mittel zu einem Amte zu gelangen;Ein Lustspiel in fünf Handlungen;Comedy;http://www.textgridrep.org/textgrid:r2r7.0;;;;;1747;10;FALSCH;8,03E+15;6,89E+15;1,31E+16;der_graf|johann;62;2;;1747;1748;9;10;3;7;0;0;1;31;;50;0;5;24673;24325;793;524;6;not equal
krueger-die-geistlichen-auf-dem-lande;ger000173;Q56448672;Krüger;0;Die Geistlichen auf dem Lande;Ein Lustspiel in drey Handlungen;Comedy;http://www.textgridrep.org/textgrid:r2rb.0;;;;;1743;9;FALSCH;8,92E+15;8,33E+15;1,17E+16;peter|frau_von_birkenhayn|herr_von_roseneck;6,67E+15;2;;;1743;8;9;4;5;0;0;1;30;;31;0;3;25326;25020;774;698;2;not equal
kupelwieser-fierrabras;ger000438;Q201295;Kupelwieser;0;Fierrabras;Heroisch-romantische Oper in drei Akten;;http://www.textgridrep.org/textgrid:rdg3.0;;;;;1897;18;WAHR;8,28E+14;4,97E+16;1,56E+16;emma|die_ritter|roland;8,44E+15;3;;1897;;14;18;6;12;0;7;1;76;;33;11;3;6927;6109;2147;0;780;not equal
kurz-prinzessin-pumphia;ger000144;Q56440109;Kurz;0;Prinzessin Pumphia;Eine Parodie in lächerlichen Versen;Comedy;http://www.textgridrep.org/textgrid:rdgt.0;;;;;1767;14;FALSCH;9,07E+15;4,40E+16;1,31E+16;kulican;5,71E+15;2;;;1767;10;14;2;10;2;2;2;40;;31;0;3;11992;10317;2792;0;1059;not equal
lachmann-salome;ger000537;Q723407;Lachmann;0;Salome;Drama in einem Aufzuge;;http://www.textgridrep.org/textgrid:rdhd.0;;;;;1905;17;WAHR;9,17E+15;6,54E+15;1,35E+16;erster_soldat|jochanaan;1,05E+16;2;;1905;1905;16;17;2;15;0;0;1;89;;4;34;0;6253;6144;475;259;0;not equal
laddey-maentelchen-nach-dem-winde;ger000605;Q116200056;Laddey;0;Mäntelchen nach dem Winde;Lustspiel in einem Akt;Comedy;https://books.google.com/books?id=DdxTAAAAcAAJ&printsec=frontcover;Mäntler;Stuttgart;1871;33;1871;5;FALSCH;1;1;1;several characters;4;1;;;1871;4;5;3;2;0;0;1;10;;16;0;0;9080;8846;609;279;34;not equal
larronge-hasemanns-toechter;ger000402;Q28154527;L'Arronge;0;Hasemann's Töchter;Volksstück in 4 Akten;;http://www.textgridrep.org/textgrid:rfbt.0;Stilke;Berlin;1908;88;1879;19;FALSCH;8,26E+15;4,50E+15;1,63E+16;emilie;8,11E+15;3;;;1879;15;19;8;11;0;1;1;77;;61;1;4;24052;23363;2678;1258;30;not equal
larronge-mein-leopold;ger000197;Q25203613;L'Arronge;0;Mein Leopold;Volksstück in 3 Akten;;http://www.textgridrep.org/textgrid:rfbx.0;Stilke;Berlin;1908;88;1873;28;FALSCH;8,20E+15;3,33E+15;1,71E+16;minna;9;3;;1873;1876;22;28;7;20;1;2;2;126;;61;1;6;23623;22813;4301;1239;68;not equal
lasker-schueler-die-wupper;ger000468;Q1217638;Lasker-Schüler;0;Die Wupper;Schauspiel in fünf Aufzügen;;https://www.projekt-gutenberg.org/lasker/wupper/index.html;;;;;1909;58;FALSCH;9,12E+15;4,56E+14;1,55E+16;mutter_pius;2,60E+15;3;;1919;1909;56;58;16;38;4;7;1;753;;6;1;5;16781;12128;6021;979;0;not equal
lassalle-franz-von-sickingen;ger000287;Q56448902;Lassalle;0;Franz von Sickingen;Eine historische Tragödie;Tragedy;http://www.textgridrep.org/textgrid:rfc7.0;;;;;1859;64;FALSCH;8,24E+15;1,27E+16;2,70E+16;franz;803125;6;;1969;1859;35;64;4;59;1;6;1;257;1857/1858;39;0;5;43701;42299;4159;2;5669;not equal
